Name,Domain,Status,Notes,Sources,clean_domain,russian_prop
infotilichiki[.]ru,infotilichiki[.]ru,,,[17],infotilichiki.ru,1
infotom[.]ru,infotom[.]ru,,,[17],infotom.ru,1
infotosno[.]ru,infotosno[.]ru,,,[17],infotosno.ru,1
infotsiolkovskiy[.]ru,infotsiolkovskiy[.]ru,,,[17],infotsiolkovskiy.ru,1
infotul[.]ru,infotul[.]ru,,,[17],infotul.ru,1
infotula[.]com,infotula[.]com,,,[17],infotula.com,1
infotumen[.]ru,infotumen[.]ru,,,[17],infotumen.ru,1
infoturan[.]ru,infoturan[.]ru,,,[17],infoturan.ru,1
infotuva[.]ru,infotuva[.]ru,,,[17],infotuva.ru,1
infotver[.]ru,infotver[.]ru,,,[17],infotver.ru,1
infotvers[.]ru,infotvers[.]ru,,,[17],infotvers.ru,1
infotynda[.]ru,infotynda[.]ru,,,[17],infotynda.ru,1
infoudachniy[.]ru,infoudachniy[.]ru,,,[17],infoudachniy.ru,1
infoudm[.]ru,infoudm[.]ru,,,[17],infoudm.ru,1
infoudmurtia[.]ru,infoudmurtia[.]ru,,,[17],infoudmurtia.ru,1
infoulyanovsk[.]ru,infoulyanovsk[.]ru,,,[17],infoulyanovsk.ru,1
infouraltau[.]ru,infouraltau[.]ru,,,[17],infouraltau.ru,1
infovladimiria[.]ru,infovladimiria[.]ru,,,[17],infovladimiria.ru,1
infovolg[.]ru,infovolg[.]ru,,,[17],infovolg.ru,1
infovolga[.]com,infovolga[.]com,,,[17],infovolga.com,1
infovolhov[.]ru,infovolhov[.]ru,,,[17],infovolhov.ru,1
infovolog[.]ru,infovolog[.]ru,,,[17],infovolog.ru,1
infovologda[.]ru,infovologda[.]ru,,,[17],infovologda.ru,1
infovoroneg[.]ru,infovoroneg[.]ru,,,[17],infovoroneg.ru,1
infovoronezh[.]com,infovoronezh[.]com,,,[17],infovoronezh.com,1
infovostok[.]ru,infovostok[.]ru,,,[17],infovostok.ru,1
infovulkan[.]ru,infovulkan[.]ru,,,[17],infovulkan.ru,1
infovyatka[.]ru,infovyatka[.]ru,,,[17],infovyatka.ru,1
infovyksa[.]ru,infovyksa[.]ru,,,[17],infovyksa.ru,1
infoya[.]ru,infoya[.]ru,,,[17],infoya.ru,1
infoyakutia[.]ru,infoyakutia[.]ru,,,[17],infoyakutia.ru,1
infoyamal[.]ru,infoyamal[.]ru,,,[17],infoyamal.ru,1
infoyanaul[.]ru,infoyanaul[.]ru,,,[17],infoyanaul.ru,1
infoygra[.]ru,infoygra[.]ru,,,[17],infoygra.ru,1
infoyug[.]ru,infoyug[.]ru,,,[17],infoyug.ru,1
infoyugra[.]ru,infoyugra[.]ru,,,[17],infoyugra.ru,1
infozelenokumsk[.]ru,infozelenokumsk[.]ru,,,[17],infozelenokumsk.ru,1
infozeya[.]ru,infozeya[.]ru,,,[17],infozeya.ru,1
infozverevo[.]ru,infozverevo[.]ru,,,[17],infozverevo.ru,1
ingush-meridian[.]ru,ingush-meridian[.]ru,,,[17],ingush-meridian.ru,1
initsiativakrim[.]ru,initsiativakrim[.]ru,,,[17],initsiativakrim.ru,1
irafi[.]ru,irafi[.]ru,,,[17],irafi.ru,1
irbeiskoe-vremya[.]ru,irbeiskoe-vremya[.]ru,,,[17],irbeiskoe-vremya.ru,1
isetskaya-pravda[.]ru,isetskaya-pravda[.]ru,,,[17],isetskaya-pravda.ru,1
isetski-efir[.]ru,isetski-efir[.]ru,,,[17],isetski-efir.ru,1
iskra-et[.]ru,iskra-et[.]ru,,,[17],iskra-et.ru,1
iskra-j[.]ru,iskra-j[.]ru,,,[17],iskra-j.ru,1
iskra-vihorevki[.]ru,iskra-vihorevki[.]ru,,,[17],iskra-vihorevki.ru,1
istoki-p[.]ru,istoki-p[.]ru,,,[17],istoki-p.ru,1
iv-gazeta[.]ru,iv-gazeta[.]ru,,,[17],iv-gazeta.ru,1
ivanovskie-rassvety[.]ru,ivanovskie-rassvety[.]ru,,,[17],ivanovskie-rassvety.ru,1
ivanovskie-rodniki[.]ru,ivanovskie-rodniki[.]ru,,,[17],ivanovskie-rodniki.ru,1
izvor-bg[.]ru,izvor-bg[.]ru,,,[17],izvor-bg.ru,1
jatay[.]ru,jatay[.]ru,,,[17],jatay.ru,1
jenbur[.]ru,jenbur[.]ru,,,[17],jenbur.ru,1
k-sorm[.]ru,k-sorm[.]ru,,,[17],k-sorm.ru,1
ka-izvestia[.]ru,ka-izvestia[.]ru,,,[17],ka-izvestia.ru,1
kaa-khem[.]press,kaa-khem[.]press,,,[17],kaa-khem.press,1
kabansk-d[.]ru,kabansk-d[.]ru,,,[17],kabansk-d.ru,1
kalach-inform[.]ru,kalach-inform[.]ru,,,[17],kalach-inform.ru,1
kalach-izvestia[.]ru,kalach-izvestia[.]ru,,,[17],kalach-izvestia.ru,1
kaleidoskop-pavlovo[.]ru,kaleidoskop-pavlovo[.]ru,,,[17],kaleidoskop-pavlovo.ru,1
kalevalskaya-gornitsa[.]ru,kalevalskaya-gornitsa[.]ru,,,[17],kalevalskaya-gornitsa.ru,1
kamenskie-sobytia[.]ru,kamenskie-sobytia[.]ru,,,[17],kamenskie-sobytia.ru,1
kamyshlin[.]ru,kamyshlin[.]ru,,,[17],kamyshlin.ru,1
kamyzyak-rodnik[.]ru,kamyzyak-rodnik[.]ru,,,[17],kamyzyak-rodnik.ru,1
kan-kanev[.]ru,kan-kanev[.]ru,,,[17],kan-kanev.ru,1
kanevskaya-nedelya[.]ru,kanevskaya-nedelya[.]ru,,,[17],kanevskaya-nedelya.ru,1
karabashrab[.]ru,karabashrab[.]ru,,,[17],karabashrab.ru,1
karabulak-sovet[.]ru,karabulak-sovet[.]ru,,,[17],karabulak-sovet.ru,1
karaga-raion[.]ru,karaga-raion[.]ru,,,[17],karaga-raion.ru,1
karagasok[.]ru,karagasok[.]ru,,,[17],karagasok.ru,1
karavest[.]ru,karavest[.]ru,,,[17],karavest.ru,1
karel-news[.]ru,karel-news[.]ru,,,[17],karel-news.ru,1
kargasok-gazeta[.]ru,kargasok-gazeta[.]ru,,,[17],kargasok-gazeta.ru,1
karpinrab[.]ru,karpinrab[.]ru,,,[17],karpinrab.ru,1
kasimov-panorama[.]ru,kasimov-panorama[.]ru,,,[17],kasimov-panorama.ru,1
kasimovskaya-panorama[.]ru,kasimovskaya-panorama[.]ru,,,[17],kasimovskaya-panorama.ru,1
kaspinews[.]ru,kaspinews[.]ru,,,[17],kaspinews.ru,1
kaspiyskie-stranitsi[.]ru,kaspiyskie-stranitsi[.]ru,,,[17],kaspiyskie-stranitsi.ru,1
kaspnews[.]ru,kaspnews[.]ru,,,[17],kaspnews.ru,1
kataiski-gorozhanin[.]ru,kataiski-gorozhanin[.]ru,,,[17],kataiski-gorozhanin.ru,1
katar-yurt[.]ru,katar-yurt[.]ru,,,[17],katar-yurt.ru,1
kavkaz-meridian[.]ru,kavkaz-meridian[.]ru,,,[17],kavkaz-meridian.ru,1
kazachia-buhta[.]ru,kazachia-buhta[.]ru,,,[17],kazachia-buhta.ru,1
kazanskoe-dzd[.]ru,kazanskoe-dzd[.]ru,,,[17],kazanskoe-dzd.ru,1
kerch-rb[.]ru,kerch-rb[.]ru,,,[17],kerch-rb.ru,1
khadyzhensk-pravda[.]ru,khadyzhensk-pravda[.]ru,,,[17],khadyzhensk-pravda.ru,1
khasynsky[.]ru,khasynsky[.]ru,,,[17],khasynsky.ru,1
khtvesti[.]ru,khtvesti[.]ru,,,[17],khtvesti.ru,1
kimry-region[.]ru,kimry-region[.]ru,,,[17],kimry-region.ru,1
kineshma-pravda[.]ru,kineshma-pravda[.]ru,,,[17],kineshma-pravda.ru,1
kingisepp-day[.]ru,kingisepp-day[.]ru,,,[17],kingisepp-day.ru,1
kirovest[.]ru,kirovest[.]ru,,,[17],kirovest.ru,1
kirovsk-gazeta[.]ru,kirovsk-gazeta[.]ru,,,[17],kirovsk-gazeta.ru,1
kislovodskaya-pravda[.]ru,kislovodskaya-pravda[.]ru,,,[17],kislovodskaya-pravda.ru,1
kitay-gorod[.]ru,kitay-gorod[.]ru,,,[17],kitay-gorod.ru,1
kizlyar-izvestia[.]ru,kizlyar-izvestia[.]ru,,,[17],kizlyar-izvestia.ru,1
kizlyar-vesti[.]ru,kizlyar-vesti[.]ru,,,[17],kizlyar-vesti.ru,1
kizlyarskie-izvestia[.]ru,kizlyarskie-izvestia[.]ru,,,[17],kizlyarskie-izvestia.ru,1
klimvestnik[.]ru,klimvestnik[.]ru,,,[17],klimvestnik.ru,1
klin-novosti[.]ru,klin-novosti[.]ru,,,[17],klin-novosti.ru,1
kochenevo-gazeta[.]ru,kochenevo-gazeta[.]ru,,,[17],kochenevo-gazeta.ru,1
kodinskie-vesty[.]ru,kodinskie-vesty[.]ru,,,[17],kodinskie-vesty.ru,1
kogalym-rb[.]ru,kogalym-rb[.]ru,,,[17],kogalym-rb.ru,1
kola-bay[.]ru,kola-bay[.]ru,,,[17],kola-bay.ru,1
kolomnal[.]ru,kolomnal[.]ru,,,[17],kolomnal.ru,1
kolym-pravda[.]ru,kolym-pravda[.]ru,,,[17],kolym-pravda.ru,1
komarichi-kray[.]ru,komarichi-kray[.]ru,,,[17],komarichi-kray.ru,1
kompas-gubkina[.]ru,kompas-gubkina[.]ru,,,[17],kompas-gubkina.ru,1
kompass-bui[.]ru,kompass-bui[.]ru,,,[17],kompass-bui.ru,1
komsomol-news[.]ru,komsomol-news[.]ru,,,[17],komsomol-news.ru,1
komvolna[.]ru,komvolna[.]ru,,,[17],komvolna.ru,1
kondopoj[.]ru,kondopoj[.]ru,,,[17],kondopoj.ru,1
kondrovskie-budni[.]ru,kondrovskie-budni[.]ru,,,[17],kondrovskie-budni.ru,1
konstantinovsk-today[.]ru,konstantinovsk-today[.]ru,,,[17],konstantinovsk-today.ru,1
kontakt-sayansk[.]ru,kontakt-sayansk[.]ru,,,[17],kontakt-sayansk.ru,1
korabel-sv[.]ru,korabel-sv[.]ru,,,[17],korabel-sv.ru,1
korablino-gazeta[.]ru,korablino-gazeta[.]ru,,,[17],korablino-gazeta.ru,1
korenovskaya-nov[.]ru,korenovskaya-nov[.]ru,,,[17],korenovskaya-nov.ru,1
korolyov-news[.]ru,korolyov-news[.]ru,,,[17],korolyov-news.ru,1
kosh-agach[.]com,kosh-agach[.]com,,,[17],kosh-agach.com,1
koshekhabl[.]ru,koshekhabl[.]ru,,,[17],koshekhabl.ru,1
kotovestnik[.]ru,kotovestnik[.]ru,,,[17],kotovestnik.ru,1
kovrovgazeta[.]ru,kovrovgazeta[.]ru,,,[17],kovrovgazeta.ru,1
kozelsky-telegraf[.]ru,kozelsky-telegraf[.]ru,,,[17],kozelsky-telegraf.ru,1
kozhkrai[.]ru,kozhkrai[.]ru,,,[17],kozhkrai.ru,1
kozulsk-gazeta[.]ru,kozulsk-gazeta[.]ru,,,[17],kozulsk-gazeta.ru,1
kras-okt[.]ru,kras-okt[.]ru,,,[17],kras-okt.ru,1
krasnoe-znamya[.]info,krasnoe-znamya[.]info,,,[17],krasnoe-znamya.info,1
krasnoozerskoe[.]ru,krasnoozerskoe[.]ru,,,[17],krasnoozerskoe.ru,1
krasnoper[.]ru,krasnoper[.]ru,,,[17],krasnoper.ru,1
krasnoznamensk-plus[.]ru,krasnoznamensk-plus[.]ru,,,[17],krasnoznamensk-plus.ru,1
krasnoznamya[.]ru,krasnoznamya[.]ru,,,[17],krasnoznamya.ru,1
kremenki-inform[.]ru,kremenki-inform[.]ru,,,[17],kremenki-inform.ru,1
krestetski-raion[.]ru,krestetski-raion[.]ru,,,[17],krestetski-raion.ru,1
krim-gazeta[.]ru,krim-gazeta[.]ru,,,[17],krim-gazeta.ru,1
krimkuray[.]ru,krimkuray[.]ru,,,[17],krimkuray.ru,1
kromskie-rodniki[.]ru,kromskie-rodniki[.]ru,,,[17],kromskie-rodniki.ru,1
krovstroy[.]ru,krovstroy[.]ru,,,[17],krovstroy.ru,1
krymsk-krasnodar[.]ru,krymsk-krasnodar[.]ru,,,[17],krymsk-krasnodar.ru,1
kshensky-vestnik[.]ru,kshensky-vestnik[.]ru,,,[17],kshensky-vestnik.ru,1
kstovo-budni[.]ru,kstovo-budni[.]ru,,,[17],kstovo-budni.ru,1
kstovskie-budni[.]ru,kstovskie-budni[.]ru,,,[17],kstovskie-budni.ru,1
ktmu[.]ru,ktmu[.]ru,,,[17],ktmu.ru,1
ku-metallurg[.]ru,ku-metallurg[.]ru,,,[17],ku-metallurg.ru,1
kubanskie-volny[.]ru,kubanskie-volny[.]ru,,,[17],kubanskie-volny.ru,1
kudymkar-vedomosti[.]ru,kudymkar-vedomosti[.]ru,,,[17],kudymkar-vedomosti.ru,1
kulebaki[.]press,kulebaki[.]press,,,[17],kulebaki.press,1
kungurgazeta[.]ru,kungurgazeta[.]ru,,,[17],kungurgazeta.ru,1
kupino-gazeta[.]ru,kupino-gazeta[.]ru,,,[17],kupino-gazeta.ru,1
kurchaloi[.]ru,kurchaloi[.]ru,,,[17],kurchaloi.ru,1
kurtamish[.]ru,kurtamish[.]ru,,,[17],kurtamish.ru,1
kyahta-gazeta[.]ru,kyahta-gazeta[.]ru,,,[17],kyahta-gazeta.ru,1
l-baikal[.]ru,l-baikal[.]ru,,,[17],l-baikal.ru,1
labinskie-berega[.]ru,labinskie-berega[.]ru,,,[17],labinskie-berega.ru,1
ladoga-krai[.]ru,ladoga-krai[.]ru,,,[17],ladoga-krai.ru,1
ladozhski-krai[.]ru,ladozhski-krai[.]ru,,,[17],ladozhski-krai.ru,1
lebedyanskaya[.]ru,lebedyanskaya[.]ru,,,[17],lebedyanskaya.ru,1
lensklife[.]ru,lensklife[.]ru,,,[17],lensklife.ru,1
lensky-nasleg[.]ru,lensky-nasleg[.]ru,,,[17],lensky-nasleg.ru,1
lesken-gazeta[.]ru,lesken-gazeta[.]ru,,,[17],lesken-gazeta.ru,1
lesosibirsk-vesti[.]ru,lesosibirsk-vesti[.]ru,,,[17],lesosibirsk-vesti.ru,1
lesozavodsk-time[.]ru,lesozavodsk-time[.]ru,,,[17],lesozavodsk-time.ru,1
lestnicagzt[.]ru,lestnicagzt[.]ru,,,[17],lestnicagzt.ru,1
levokumsk[.]ru,levokumsk[.]ru,,,[17],levokumsk.ru,1
levozerovo[.]ru,levozerovo[.]ru,,,[17],levozerovo.ru,1
lgovsky-vestnik[.]ru,lgovsky-vestnik[.]ru,,,[17],lgovsky-vestnik.ru,1
life-kch[.]ru,life-kch[.]ru,,,[17],life-kch.ru,1
limanvestnik[.]ru,limanvestnik[.]ru,,,[17],limanvestnik.ru,1
liski-gorod[.]ru,liski-gorod[.]ru,,,[17],liski-gorod.ru,1
listok-ga[.]ru,listok-ga[.]ru,,,[17],listok-ga.ru,1
livny-na-ladoni[.]ru,livny-na-ladoni[.]ru,,,[17],livny-na-ladoni.ru,1
lk-anons[.]ru,lk-anons[.]ru,,,[17],lk-anons.ru,1
lobnya-pravda[.]ru,lobnya-pravda[.]ru,,,[17],lobnya-pravda.ru,1
louhi24[.]ru,louhi24[.]ru,,,[17],louhi24.ru,1
lovozero-vzglyad[.]ru,lovozero-vzglyad[.]ru,,,[17],lovozero-vzglyad.ru,1
ludprol[.]ru,ludprol[.]ru,,,[17],ludprol.ru,1
lyubitino-news[.]ru,lyubitino-news[.]ru,,,[17],lyubitino-news.ru,1
lyudinka[.]ru,lyudinka[.]ru,,,[17],lyudinka.ru,1
lyudinovski-proletari[.]ru,lyudinovski-proletari[.]ru,,,[17],lyudinovski-proletari.ru,1
m-gazeta[.]info,m-gazeta[.]info,,,[17],m-gazeta.info,1
m-ingushetiya[.]ru,m-ingushetiya[.]ru,,,[17],m-ingushetiya.ru,1
magdagachi-press[.]ru,magdagachi-press[.]ru,,,[17],magdagachi-press.ru,1
magnievik[.]ru,magnievik[.]ru,,,[17],magnievik.ru,1
mairtup-zemledelets[.]ru,mairtup-zemledelets[.]ru,,,[17],mairtup-zemledelets.ru,1
mairtup[.]info,mairtup[.]info,,,[17],mairtup.info,1
malaya-purga[.]ru,malaya-purga[.]ru,,,[17],malaya-purga.ru,1
malderbety[.]ru,malderbety[.]ru,,,[17],malderbety.ru,1
malovisherskaya-pravda[.]ru,malovisherskaya-pravda[.]ru,,,[17],malovisherskaya-pravda.ru,1
maloyar-izvestiya[.]ru,maloyar-izvestiya[.]ru,,,[17],maloyar-izvestiya.ru,1
maloyaroslavets-izvestia[.]ru,maloyaroslavets-izvestia[.]ru,,,[17],maloyaroslavets-izvestia.ru,1
mamonovskie-vesti[.]ru,mamonovskie-vesti[.]ru,,,[17],mamonovskie-vesti.ru,1
manych-press[.]ru,manych-press[.]ru,,,[17],manych-press.ru,1
mariinsk-gorod[.]ru,mariinsk-gorod[.]ru,,,[17],mariinsk-gorod.ru,1
maximum-kor[.]ru,maximum-kor[.]ru,,,[17],maximum-kor.ru,1
ak-kr[.]ru,ak-kr[.]ru,,,[17],ak-kr.ru,1
ak-sp[.]ru,ak-sp[.]ru,,,[17],ak-sp.ru,1
ak-spassk[.]ru,ak-spassk[.]ru,,,[17],ak-spassk.ru,1
ak57[.]ru,ak57[.]ru,,,[17],ak57.ru,1
akarc[.]ru,akarc[.]ru,,,[17],akarc.ru,1
news[.]ru,news[.]ru,,,[17],news.ru,1
mcensky[.]ru,mcensky[.]ru,,,[17],mcensky.ru,1
mdgazet[.]ru,mdgazet[.]ru,,,[17],mdgazet.ru,1
medvenka[.]ru,medvenka[.]ru,,,[17],medvenka.ru,1
mejdure4e[.]ru,mejdure4e[.]ru,,,[17],mejdure4e.ru,1
meleuzka[.]info,meleuzka[.]info,,,[17],meleuzka.info,1
mercurius11[.]ru,mercurius11[.]ru,,,[17],mercurius11.ru,1
mestnaya-vlast[.]ru,mestnaya-vlast[.]ru,,,[17],mestnaya-vlast.ru,1
mezhveter[.]ru,mezhveter[.]ru,,,[17],mezhveter.ru,1
mglinsky-golos[.]ru,mglinsky-golos[.]ru,,,[17],mglinsky-golos.ru,1
mih-vestnik[.]ru,mih-vestnik[.]ru,,,[17],mih-vestnik.ru,1
mihailov-glavnoe[.]ru,mihailov-glavnoe[.]ru,,,[17],mihailov-glavnoe.ru,1
mikhailovskoe-vremya[.]ru,mikhailovskoe-vremya[.]ru,,,[17],mikhailovskoe-vremya.ru,1
mikhajlovskoe[.]ru,mikhajlovskoe[.]ru,,,[17],mikhajlovskoe.ru,1
milkovo-vesti[.]ru,milkovo-vesti[.]ru,,,[17],milkovo-vesti.ru,1
milkovskie-vesti[.]ru,milkovskie-vesti[.]ru,,,[17],milkovskie-vesti.ru,1
minusinsk-today[.]ru,minusinsk-today[.]ru,,,[17],minusinsk-today.ru,1
minvody-time[.]ru,minvody-time[.]ru,,,[17],minvody-time.ru,1
mir-baikala[.]ru,mir-baikala[.]ru,,,[17],mir-baikala.ru,1
mirnoe-slovo[.]ru,mirnoe-slovo[.]ru,,,[17],mirnoe-slovo.ru,1
moi-belorechensk[.]ru,moi-belorechensk[.]ru,,,[17],moi-belorechensk.ru,1
moi-monchegorsk[.]ru,moi-monchegorsk[.]ru,,,[17],moi-monchegorsk.ru,1
moi-polyarny[.]ru,moi-polyarny[.]ru,,,[17],moi-polyarny.ru,1
molingushetia[.]ru,molingushetia[.]ru,,,[17],molingushetia.ru,1
molodbur[.]ru,molodbur[.]ru,,,[17],molodbur.ru,1
molodost-mozhgi[.]ru,molodost-mozhgi[.]ru,,,[17],molodost-mozhgi.ru,1
molodostsibiri[.]ru,molodostsibiri[.]ru,,,[17],molodostsibiri.ru,1
morozovskii[.]ru,morozovskii[.]ru,,,[17],morozovskii.ru,1
mosalskgazeta[.]ru,mosalskgazeta[.]ru,,,[17],mosalskgazeta.ru,1
moshkovo-horizon[.]ru,moshkovo-horizon[.]ru,,,[17],moshkovo-horizon.ru,1
moskva-reka[.]info,moskva-reka[.]info,,,[17],moskva-reka.info,1
moskvapetushki[.]ru,moskvapetushki[.]ru,,,[17],moskvapetushki.ru,1
moy-bataisk[.]ru,moy-bataisk[.]ru,,,[17],moy-bataisk.ru,1
moya-shatura[.]ru,moya-shatura[.]ru,,,[17],moya-shatura.ru,1
muezerskles[.]ru,muezerskles[.]ru,,,[17],muezerskles.ru,1
muhoshibir[.]ru,muhoshibir[.]ru,,,[17],muhoshibir.ru,1
muravlenko-sn[.]ru,muravlenko-sn[.]ru,,,[17],muravlenko-sn.ru,1
murmash[.]ru,murmash[.]ru,,,[17],murmash.ru,1
muromregion[.]ru,muromregion[.]ru,,,[17],muromregion.ru,1
my-nahodka[.]ru,my-nahodka[.]ru,,,[17],my-nahodka.ru,1
n-ingash[.]ru,n-ingash[.]ru,,,[17],n-ingash.ru,1
n-sever[.]ru,n-sever[.]ru,,,[17],n-sever.ru,1
n-vestnik[.]ru,n-vestnik[.]ru,,,[17],n-vestnik.ru,1
n-vologda[.]ru,n-vologda[.]ru,,,[17],n-vologda.ru,1
n-vremya[.]ru,n-vremya[.]ru,,,[17],n-vremya.ru,1
n-vse[.]ru,n-vse[.]ru,,,[17],n-vse.ru,1
na-vodakh[.]ru,na-vodakh[.]ru,,,[17],na-vodakh.ru,1
nadezhda-vichuzhan[.]ru,nadezhda-vichuzhan[.]ru,,,[17],nadezhda-vichuzhan.ru,1
nar-gazeta[.]ru,nar-gazeta[.]ru,,,[17],nar-gazeta.ru,1
narkom-ru[.]ru,narkom-ru[.]ru,,,[17],narkom-ru.ru,1
naryshkino-news[.]ru,naryshkino-news[.]ru,,,[17],naryshkino-news.ru,1
nash-kolos[.]ru,nash-kolos[.]ru,,,[17],nash-kolos.ru,1
nash-kurchatov[.]ru,nash-kurchatov[.]ru,,,[17],nash-kurchatov.ru,1
nash-nevelsk[.]ru,nash-nevelsk[.]ru,,,[17],nash-nevelsk.ru,1
nash-polevskoy[.]ru,nash-polevskoy[.]ru,,,[17],nash-polevskoy.ru,1
nash-ryazhsk[.]ru,nash-ryazhsk[.]ru,,,[17],nash-ryazhsk.ru,1
nash-susuman[.]ru,nash-susuman[.]ru,,,[17],nash-susuman.ru,1
nasha-alushta[.]ru,nasha-alushta[.]ru,,,[17],nasha-alushta.ru,1
nasha-gazeta[.]ru,nasha-gazeta[.]ru,,,[17],nasha-gazeta.ru,1
nashanadejda[.]ru,nashanadejda[.]ru,,,[17],nashanadejda.ru,1
nashanavlya[.]ru,nashanavlya[.]ru,,,[17],nashanavlya.ru,1
nashazhizn-gvardeisk[.]ru,nashazhizn-gvardeisk[.]ru,,,[17],nashazhizn-gvardeisk.ru,1
nashe-verhovie[.]ru,nashe-verhovie[.]ru,,,[17],nashe-verhovie.ru,1
nashesadovoe[.]ru,nashesadovoe[.]ru,,,[17],nashesadovoe.ru,1
nashsosnovoborsk[.]ru,nashsosnovoborsk[.]ru,,,[17],nashsosnovoborsk.ru,1
nastroenie-74[.]ru,nastroenie-74[.]ru,,,[17],nastroenie-74.ru,1
nastroenie-ch[.]ru,nastroenie-ch[.]ru,,,[17],nastroenie-ch.ru,1
naukograd-reutov[.]ru,naukograd-reutov[.]ru,,,[17],naukograd-reutov.ru,1
navolne-gazeta[.]ru,navolne-gazeta[.]ru,,,[17],navolne-gazeta.ru,1
nazarovoonline[.]ru,nazarovoonline[.]ru,,,[17],nazarovoonline.ru,1
nd-gazeta[.]ru,nd-gazeta[.]ru,,,[17],nd-gazeta.ru,1
nekrasov-slovo[.]ru,nekrasov-slovo[.]ru,,,[17],nekrasov-slovo.ru,1
nemanskie-vesti[.]ru,nemanskie-vesti[.]ru,,,[17],nemanskie-vesti.ru,1
nerekht-vecherka[.]ru,nerekht-vecherka[.]ru,,,[17],nerekht-vecherka.ru,1
netterroru[.]ru,netterroru[.]ru,,,[17],netterroru.ru,1
nevelife[.]ru,nevelife[.]ru,,,[17],nevelife.ru,1
new-dagestan[.]ru,new-dagestan[.]ru,,,[17],new-dagestan.ru,1
new-kandalaksha[.]ru,new-kandalaksha[.]ru,,,[17],new-kandalaksha.ru,1
nf-vestnik[.]ru,nf-vestnik[.]ru,,,[17],nf-vestnik.ru,1
ng-gazeta[.]ru,ng-gazeta[.]ru,,,[17],ng-gazeta.ru,1
nikvedomosti[.]ru,nikvedomosti[.]ru,,,[17],nikvedomosti.ru,1
nivagazeta[.]ru,nivagazeta[.]ru,,,[17],nivagazeta.ru,1
nizhneudinsk-vestnik[.]ru,nizhneudinsk-vestnik[.]ru,,,[17],nizhneudinsk-vestnik.ru,1
nj-orel[.]ru,nj-orel[.]ru,,,[17],nj-orel.ru,1
nk-vesti[.]ru,nk-vesti[.]ru,,,[17],nk-vesti.ru,1
nogaydav[.]ru,nogaydav[.]ru,,,[17],nogaydav.ru,1
noginskie-vedomosti[.]ru,noginskie-vedomosti[.]ru,,,[17],noginskie-vedomosti.ru,1
nogir-nedelya[.]ru,nogir-nedelya[.]ru,,,[17],nogir-nedelya.ru,1
norilsk-vecherka[.]ru,norilsk-vecherka[.]ru,,,[17],norilsk-vecherka.ru,1
nov-pitkaranta[.]ru,nov-pitkaranta[.]ru,,,[17],nov-pitkaranta.ru,1
novayagazeta-glazov[.]ru,novayagazeta-glazov[.]ru,,,[17],novayagazeta-glazov.ru,1
novi-den[.]info,novi-den[.]info,,,[17],novi-den.info,1
novi-urengoy[.]ru,novi-urengoy[.]ru,,,[17],novi-urengoy.ru,1
novivzglyad-kirov[.]ru,novivzglyad-kirov[.]ru,,,[17],novivzglyad-kirov.ru,1
noviyvzglyad-kirov[.]ru,noviyvzglyad-kirov[.]ru,,,[17],noviyvzglyad-kirov.ru,1
novjizn[.]ru,novjizn[.]ru,,,[17],novjizn.ru,1
novoaleksandrovsky[.]ru,novoaleksandrovsky[.]ru,,,[17],novoaleksandrovsky.ru,1
novoalt-pravda[.]ru,novoalt-pravda[.]ru,,,[17],novoalt-pravda.ru,1
novocherkassk-week[.]ru,novocherkassk-week[.]ru,,,[17],novocherkassk-week.ru,1
novohopersk-zori[.]ru,novohopersk-zori[.]ru,,,[17],novohopersk-zori.ru,1
novokubansk-news[.]ru,novokubansk-news[.]ru,,,[17],novokubansk-news.ru,1
novokuznetsk-press[.]ru,novokuznetsk-press[.]ru,,,[17],novokuznetsk-press.ru,1
novopravda[.]ru,novopravda[.]ru,,,[17],novopravda.ru,1
novoselitskoe[.]info,novoselitskoe[.]info,,,[17],novoselitskoe.info,1
novosti-ikryanogo[.]ru,novosti-ikryanogo[.]ru,,,[17],novosti-ikryanogo.ru,1
novosti-kohmi[.]ru,novosti-kohmi[.]ru,,,[17],novosti-kohmi.ru,1
novosti-uezda[.]ru,novosti-uezda[.]ru,,,[17],novosti-uezda.ru,1
novosti-zav[.]ru,novosti-zav[.]ru,,,[17],novosti-zav.ru,1
novotitarovskaya[.]ru,novotitarovskaya[.]ru,,,[17],novotitarovskaya.ru,1
novouralskaya-gazeta[.]ru,novouralskaya-gazeta[.]ru,,,[17],novouralskaya-gazeta.ru,1
novousman[.]ru,novousman[.]ru,,,[17],novousman.ru,1
novovremya[.]ru,novovremya[.]ru,,,[17],novovremya.ru,1
novozybkov-vesti[.]ru,novozybkov-vesti[.]ru,,,[17],novozybkov-vesti.ru,1
novtikhvin[.]ru,novtikhvin[.]ru,,,[17],novtikhvin.ru,1
novutpo[.]ru,novutpo[.]ru,,,[17],novutpo.ru,1
novzjizn[.]ru,novzjizn[.]ru,,,[17],novzjizn.ru,1
noyabrsk-gazeta[.]ru,noyabrsk-gazeta[.]ru,,,[17],noyabrsk-gazeta.ru,1
nr-odincovo[.]ru,nr-odincovo[.]ru,,,[17],nr-odincovo.ru,1
nsk-gazeta[.]ru,nsk-gazeta[.]ru,,,[17],nsk-gazeta.ru,1
ntavda[.]ru,ntavda[.]ru,,,[17],ntavda.ru,1
